nom_entite$date_naissance$date_mort$id_bnf
Augustinus$0354$0430$https://catalogue.bnf.fr/ark:/12148/cb11889551s
Girolamo Balbi$1460$1535$https://catalogue.bnf.fr/ark:/12148/cb13480849g
Boccaccio$1313$1375$https://catalogue.bnf.fr/ark:/12148/cb11892479d
Guillaume Ier Briçonnet$1445$1514$https://catalogue.bnf.fr/ark:/12148/cb15050799q
Leonardo Bruni$1370$1444$https://catalogue.bnf.fr/ark:/12148/cb120276366
Charles VIII roi de France$1470$1498$https://catalogue.bnf.fr/ark:/12148/cb125374988
Charles de Croÿ$1560$1612$https://catalogue.bnf.fr/ark:/12148/cb121753692
Cosimo De Medici$1389$1464$https://catalogue.bnf.fr/ark:/12148/cb12424792x
Guillaume Durand$1230?$1296$https://catalogue.bnf.fr/ark:/12148/cb12061280z
Guillaume d' Estouteville$1403$1483$https://catalogue.bnf.fr/ark:/12148/cb11575190w
